var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var8(t-5),var9(t-5),var10(t-5),var11(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var8(t-4),var9(t-4),var10(t-4),var11(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var8(t-3),var9(t-3),var10(t-3),var11(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var8(t-2),var9(t-2),var10(t-2),var11(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t),y0
0.103,0.0164555313351936,0.4799660990734953,985.3515625,52.62749669090936,0.078453383600948,6533.0,0.8200000000000001,5.59567962336675,8.429401495123948,1.267759395527615,0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.0
0.103,0.0203905108983831,0.4477488811593342,986.328125,51.73783912356796,0.0776227741604187,6485.0,0.849,5.217540913482537,7.86394618891626,1.2674247718467753,0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.0
0.103,0.0035138311433547,0.341445316373242,985.3515625,50.53138494349468,0.0778255583294901,6361.0,0.761,4.574332746741145,6.882695085024343,1.265981916230109,0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.0
0.103,-0.032123571823408,0.5964296522845256,985.3515625,51.64179145218832,0.0789331606338948,6625.0,0.874,5.967073866262322,9.074998098703496,1.2763602733939343,0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.0
0.105,0.0615529850342146,0.506380111063577,985.3515625,52.28243342545864,0.0790285478605872,6703.0,0.8029999999999999,5.25126693118661,7.939809430363366,1.270323078046217,0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.0
0.105,0.0377441464416202,0.3844068433999403,985.3515625,50.3916690758959,0.0793632849991693,6543.0,0.742,4.800708539269611,7.227200220093687,1.2673125878895053,0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.0
0.105,0.019707753869456,0.4149724425540557,985.3515625,50.41286691538927,0.0794867204047514,6608.0,0.6859999999999999,4.327766930731702,6.557015041981071,1.271530240278966,0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.103,-0.0326706483190686,0.4042083382464927,985.3515625,51.13486315471963,0.0775139440580693,6562.0,0.769,4.760433809477749,7.137517354830937,1.2647473464437449,0.0
0.105,-0.0385188950953331,0.5200740317916859,985.3515625,49.753638263099454,0.0797529434091424,6749.0,0.759,4.589172315840118,6.956825030888892,1.2739281936679043,0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.103,-0.0326706483190686,0.4042083382464927,985.3515625,51.13486315471963,0.0775139440580693,6562.0,0.769,4.760433809477749,7.137517354830937,1.2647473464437449,0.103,0.0336968760418553,0.3419917127536713,985.3515625,52.92417328285861,0.0782795440183369,6534.0,0.735,4.994919233413119,7.503314094200484,1.2645351844513213,0.0
0.105,-0.0365491771140652,0.4846810415588352,985.3515625,50.71593965963401,0.0793813878458176,6637.0,0.85,5.202730907176494,7.877148940703884,1.2711717774114195,0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.103,-0.0326706483190686,0.4042083382464927,985.3515625,51.13486315471963,0.0775139440580693,6562.0,0.769,4.760433809477749,7.137517354830937,1.2647473464437449,0.103,0.0336968760418553,0.3419917127536713,985.3515625,52.92417328285861,0.0782795440183369,6534.0,0.735,4.994919233413119,7.503314094200484,1.2645351844513213,0.103,-0.0068174888782594,0.5350200636292435,985.3515625,52.19867718423755,0.0788611814361159,6713.0,0.871,4.856635330910702,7.385710241541025,1.2742204712983922,0.0
0.103,0.0266197723662205,0.3099755507638151,985.3515625,52.58700119472504,0.0775918794453348,6590.0,0.7130000000000001,5.219618378819285,7.844183502550525,1.2651793341633069,0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.103,-0.0326706483190686,0.4042083382464927,985.3515625,51.13486315471963,0.0775139440580693,6562.0,0.769,4.760433809477749,7.137517354830937,1.2647473464437449,0.103,0.0336968760418553,0.3419917127536713,985.3515625,52.92417328285861,0.0782795440183369,6534.0,0.735,4.994919233413119,7.503314094200484,1.2645351844513213,0.103,-0.0068174888782594,0.5350200636292435,985.3515625,52.19867718423755,0.0788611814361159,6713.0,0.871,4.856635330910702,7.385710241541025,1.2742204712983922,0.103,-0.0026227136240163,0.4890447103350159,985.3515625,52.42233158345378,0.0785823674660066,6543.0,0.803,5.128376924687727,7.779429296738713,1.2730822178569126,0.0
0.1,0.0013370289616359,0.3680421199233374,985.3515625,52.65442291311927,0.0777409956351457,6601.0,0.732,4.424949760284287,6.644561958650925,1.2651298797972983,0.103,-0.0326706483190686,0.4042083382464927,985.3515625,51.13486315471963,0.0775139440580693,6562.0,0.769,4.760433809477749,7.137517354830937,1.2647473464437449,0.103,0.0336968760418553,0.3419917127536713,985.3515625,52.92417328285861,0.0782795440183369,6534.0,0.735,4.994919233413119,7.503314094200484,1.2645351844513213,0.103,-0.0068174888782594,0.5350200636292435,985.3515625,52.19867718423755,0.0788611814361159,6713.0,0.871,4.856635330910702,7.385710241541025,1.2742204712983922,0.103,-0.0026227136240163,0.4890447103350159,985.3515625,52.42233158345378,0.0785823674660066,6543.0,0.803,5.128376924687727,7.779429296738713,1.2730822178569126,0.103,0.0230622075772496,0.4867117699711172,985.3515625,52.88374868692188,0.0802309176470291,6622.0,0.774,4.935753093865595,7.435163735508872,1.2693166958113966,0.0
